4/10/25 12:24,elephant,0.863982379,55,28,420,417
4/10/25 12:24,elephant,0.898133814,47,39,452,427
4/10/25 12:24,elephant,0.583980858,127,74,177,240
4/10/25 12:24,elephant,0.869547546,87,43,269,346
4/10/25 12:24,dog,0.772696793,99,64,267,343
4/10/25 12:25,elephant,0.774264693,151,-9,246,267
4/10/25 12:25,elephant,0.961285532,47,14,362,434
4/10/25 12:26,cat,0.997395039,47,190,186,189
4/10/25 12:26,cat,0.955432951,100,216,172,147
4/10/25 12:26,dog,0.957621336,123,190,111,1592025-04-10T13:42:52.830436,dog,0.9853587746620178,276,47,122,192
2025-04-10T13:47:57.510491,dog,0.9956459999084473,343,86,158,217
2025-04-10T13:52:12.270437,horse,0.5385356545448303,346,147,80,120
2025-04-10T13:52:41.936166,dog,0.7669737935066223,204,61,244,268
2025-04-10T13:52:49.713877,dog,0.7102536559104919,89,51,196,219
2025-04-10T13:52:54.010532,elephant,0.6715335249900818,51,-5,312,295
2025-04-10T13:52:58.405406,dog,0.7970237731933594,163,72,203,230
2025-04-10T13:53:03.819602,dog,0.5542258024215698,156,48,209,253
2025-04-10T13:53:17.154335,elephant,0.8386840224266052,66,-3,213,252
2025-04-10T13:53:21.702475,dog,0.8100978136062622,146,100,215,214
2025-04-10T13:54:52.743203,elephant,0.8275594711303711,47,97,354,379
2025-04-10T13:55:48.560145,zebra,0.5718419551849365,147,75,232,404
2025-04-10T13:57:19.197595,cat,0.7010248303413391,357,114,213,256
2025-04-10T13:57:48.309494,cat,0.8638840913772583,220,76,125,153
2025-04-10T13:58:17.882213,cat,0.878539502620697,230,52,195,212
2025-04-10T13:58:43.049471,cat,0.9353508949279785,280,47,165,162
2025-04-10T13:59:21.565362,cat,0.8182775974273682,249,166,121,132
2025-04-10T14:04:03.153367,dog,0.794844388961792,171,220,189,184
2025-04-10T14:05:32.608610,dog,0.8343502283096313,190,185,244,284
2025-04-11T10:30:06.619802,zebra,0.9960266351699829,139,12,278,234
2025-04-11T10:30:28.236284,zebra,0.8906115293502808,58,276,259,207
2025-04-11T10:30:46.457833,zebra,0.8131839036941528,27,104,295,246
2025-04-11T10:30:58.212974,zebra,0.6814987659454346,25,168,293,266
2025-04-11T10:31:12.204240,zebra,0.9300363063812256,23,150,309,273
2025-04-11T10:32:42.040799,dog,0.5419777631759644,334,59,280,287
2025-04-11T10:32:50.438141,dog,0.6981543898582458,411,7,226,235
2025-04-11T10:33:05.627781,dog,0.6421219110488892,223,131,411,353
2025-04-11T10:33:27.064854,dog,0.5987713932991028,300,133,331,346
2025-04-11T10:40:52.212373,bear,0.7993531823158264,85,33,470,429
2025-04-11T10:41:06.768727,bear,0.9714477062225342,100,252,342,224
2025-04-11T10:41:13.094657,bear,0.880180835723877,84,30,455,433
2025-04-11T10:41:19.907567,bear,0.9213812351226807,70,84,390,401
2025-04-11T10:41:42.700962,bear,0.9119404554367065,160,114,399,368
2025-04-11T10:41:58.231831,bear,0.9145735502243042,131,138,449,349
2025-04-11T10:42:05.061376,bear,0.8703593611717224,124,134,469,350
2025-04-12T15:22:27.365381,giraffe,0.8270187377929688,19,8,496,462
2025-04-12T15:22:36.503119,giraffe,0.5917739272117615,77,274,296,206
2025-04-12T15:24:33.830657,giraffe,0.7060533165931702,63,14,431,449
2025-04-12T15:24:38.617942,giraffe,0.5434435606002808,146,144,280,332
2025-04-12T15:43:08.987296,giraffe,0.9873815178871155,203,70,405,394
2025-04-12T15:43:14.163272,giraffe,0.8867852687835693,256,154,318,325
2025-04-12T15:43:15.746178,giraffe,0.769890546798706,183,125,390,354
2025-04-12T15:43:35.349623,dog,0.8219385743141174,2,7,243,403
2025-04-12T15:45:32.899782,cat,0.6892749071121216,309,21,155,206
2025-04-12T15:45:33.799136,bear,0.5631824731826782,330,5,176,232
2025-04-12T15:45:35.083477,bear,0.6027371287345886,325,18,169,211
2025-04-12T15:46:40.473631,dog,0.524063229560852,468,336,101,91
2025-04-12T15:46:40.925257,bear,0.5542282462120056,434,73,166,134
2025-04-12T15:46:41.797468,horse,0.6681562066078186,510,384,103,91
2025-04-12T15:47:23.859718,dog,0.6177026629447937,207,68,204,267
2025-04-12T15:47:25.155041,dog,0.6278843283653259,178,33,214,284
2025-04-12T15:48:02.193241,dog,0.7672863006591797,284,375,150,103
2025-04-12T15:48:17.046710,dog,0.6586354374885559,228,174,191,270
2025-04-12T15:48:21.220026,cat,0.549655556678772,268,180,183,194
2025-04-12T15:48:55.611572,dog,0.5941991209983826,275,189,183,201
2025-04-12T15:49:01.077943,bear,0.7439447641372681,355,220,191,194
2025-04-12T15:50:25.369996,backpack,0.5180671811103821,-9,41,177,400
2025-04-12T15:51:03.551613,cat,0.5020257234573364,191,33,267,264
2025-04-12T15:51:14.468857,cat,0.5614565014839172,262,101,237,261
2025-04-12T15:51:19.828906,cat,0.5447759628295898,324,35,270,348
2025-05-08T11:15:24.321742,elephant,0.5156881213188171,110,157,239,320
2025-05-08T11:18:07.400008,dog,0.545589029788971,139,223,197,265
2025-05-08T11:18:12.443492,elephant,0.7249871492385864,87,156,189,291
2025-05-08T11:18:20.263165,dog,0.5068661570549011,-2,10,161,469
2025-05-08T11:18:40.623912,dog,0.5492390990257263,0,37,144,449
2025-05-08T11:18:46.222477,dog,0.595241367816925,-1,-11,157,502
2025-05-08T11:18:55.243474,dog,0.6817413568496704,1,4,158,476
2025-05-08T11:19:01.165250,dog,0.7853642702102661,1,3,146,484
2025-05-08T11:20:09.859859,elephant,0.5360496640205383,39,207,282,278
2025-05-08T11:20:17.940629,elephant,0.7827342748641968,141,102,277,374
